blockTradeId,closedSize,createType,execFee,execFeeV2,execId,execPrice,execQty,execTime,execType,execValue,extraFees,feeCurrency,feeRate,indexPrice,isMaker,leavesQty,markIv,markPrice,marketUnit,orderId,orderLinkId,orderPrice,orderQty,orderType,seq,side,stopOrderType,symbol,tradeIv,underlyingPrice
,40,CreateByUser,0.0001736,-0.0001736,ca3d39ee-9f0b-5603-a670-f0be6af1825a,0.0124,40,1766392260355,Trade,0.496,,USDT,0.00035,,False,890,,0.01239,,c11541e1-824b-41d1-a05b-5a15deefa751,,0.01362,930,Market,273706929878,Buy,UNKNOWN,ARPAUSDT,,
,0,,-0.002784,0.002784,b58e31f5-f166-4dae-9c47-0b3f1e38bb88,0.0007697,36170,1766390400000,Funding,27.840049,,USDT,-0.0001,,False,0,,0.0007697,,24974c15-81fd-490c-8804-9463026f4229,,0,0,UNKNOWN,291852153867,Sell,UNKNOWN,SLPUSDT,,
,0,,-0.00114576,0.00114576,3a7d1916-dea9-4a47-9cba-6be6aa2c4747,0.01232,930,1766390400000,Funding,11.4576,,USDT,-0.0001,,False,0,,0.01232,,af5767d4-44ca-4c77-a7af-485fb7915cbf,,0,0,UNKNOWN,273701277442,Sell,UNKNOWN,ARPAUSDT,,
,0,,0.00065439,-0.00065439,a91f9772-514e-4070-8bcf-1746d1904b9e,0.009767,1340,1766390400000,Funding,13.08778,,USDT,0.00005,,False,0,,0.009772,,b8692832-42eb-4839-82f7-cf797af044eb,,0,0,UNKNOWN,242929879581,Buy,UNKNOWN,ORBSUSDT,,
,0,,0.00255558,-0.00255558,44705c49-8b91-437e-90b1-4a0c46f522c3,0.223,114.6,1766390400000,Funding,25.5558,,USDT,0.0001,,False,0,,0.223,,ab28bde0-f97d-4edd-ab76-06f81536991a,,0,0,UNKNOWN,343724013391,Buy,UNKNOWN,KNCUSDT,,
,410,CreateByUser,0.00911512,-0.00911512,f4bd7f7c-17b9-51c9-92ad-2227df01f4d2,0.06352,410,1766385639711,Trade,26.0432,,USDT,0.00035,,False,0,,0.06358,,4430a650-8061-47b5-8a0a-4fb5403d3464,,0.05405,410,Market,229769091926,Sell,UNKNOWN,STEEMUSDT,,
,375,CreateByUser,0.00534188,-0.00534188,e0b29efa-a9c0-5d1c-80fc-1e9ede8c97bf,0.0407,375,1766385639204,Trade,15.2625,,USDT,0.00035,,False,0,,0.0407,,e4ed3912-7988-4728-adb7-e41300f0ecc3,,0.0468,697,Market,225101775434,Buy,UNKNOWN,CVCUSDT,,
,322,CreateByUser,0.00458689,-0.00458689,0f880c47-d930-5870-bf80-9f6f79372d13,0.0407,322,1766385639204,Trade,13.1054,,USDT,0.00035,,False,375,,0.0407,,e4ed3912-7988-4728-adb7-e41300f0ecc3,,0.0468,697,Market,225101775434,Buy,UNKNOWN,CVCUSDT,,
,0,,0.01252699,-0.01252699,8369045f-a460-45b1-b589-e64c19acaa2a,0.04076,697,1766383200000,Funding,28.40972,,USDT,0.00044,,False,0,,0.04076,,adf1989f-68dd-4741-81ad-500cb803dd06,,0,0,UNKNOWN,225099246490,Sell,UNKNOWN,CVCUSDT,,
,0,,0.01205441,-0.01205441,1158e807-2004-4ead-8ba1-a1dc774c4abd,0.04088,697,1766379600000,Funding,28.49336,,USDT,0.000423,,False,0,,0.04088,,8ad9c641-f42a-4668-80d5-f3c1a5dfcca2,,0,0,UNKNOWN,225095298635,Sell,UNKNOWN,CVCUSDT,,
,0,CreateByUser,0.00538194,-0.00538194,d1939f23-d143-51ce-83ab-cea3eab09b49,0.0007731,19890,1766377899729,Trade,15.376959,,USDT,0.00035,,False,0,,0.000774,,af74e6d5-afca-4475-96cb-e8f3175a1506,,0.0006192,36170,Market,291835216488,Sell,UNKNOWN,SLPUSDT,,
,0,CreateByUser,0.0000406,-0.0000406,497dfe6f-3ebb-5c66-b4d8-2305fb156d51,0.0007732,150,1766377899729,Trade,0.11598,,USDT,0.00035,,False,19890,,0.000774,,af74e6d5-afca-4475-96cb-e8f3175a1506,,0.0006192,36170,Market,291835216488,Sell,UNKNOWN,SLPUSDT,,
,0,CreateByUser,0.00436511,-0.00436511,81bfce41-4f5f-5c71-9529-b51c5224f29c,0.0007732,16130,1766377899729,Trade,12.471716,,USDT,0.00035,,False,20040,,0.000774,,af74e6d5-afca-4475-96cb-e8f3175a1506,,0.0006192,36170,Market,291835216488,Sell,UNKNOWN,SLPUSDT,,
,0,CreateByUser,0.00894052,-0.00894052,22924293-dc16-5ebe-b031-6606aa99efce,0.2229,114.6,1766377899551,Trade,25.54434,,USDT,0.00035,,False,0,,0.2229,,2620a8c9-c70d-4d72-b162-e05250142767,,0.2451,114.6,Market,343697406348,Buy,UNKNOWN,KNCUSDT,,
,0,,0.00129765,-0.00129765,53efcefb-893a-4f14-bca0-a99aaaa056d8,0.0633,410,1766376000000,Funding,25.953,,USDT,0.00005,,False,0,,0.0633,,4988341a-4301-4d59-845b-17e81466cda1,,0,0,UNKNOWN,229759464322,Buy,UNKNOWN,STEEMUSDT,,
,0,,0.00065828,-0.00065828,d5433b8f-37df-4e14-9709-d4316c706abf,0.009825,1340,1766376000000,Funding,13.1655,,USDT,0.00005,,False,0,,0.009825,,a7fc2935-e240-4f6f-9c55-0979433cee70,,0,0,UNKNOWN,242917755464,Buy,UNKNOWN,ORBSUSDT,,
,0,,0.01321752,-0.01321752,a7c1cac8-8f21-4b8f-aee7-cb2d176d3582,0.04101,697,1766376000000,Funding,28.58397,,USDT,0.000462,,False,0,,0.04101,,2704f3bd-a225-4539-90b7-71a27d88453b,,0,0,UNKNOWN,225091035913,Sell,UNKNOWN,CVCUSDT,,
,0,,0.01971881,-0.01971881,5b58868e-0dfc-46b7-9d1c-afcb350d8d65,0.04089,697,1766372400000,Funding,28.50033,,USDT,0.000691,,False,0,,0.04089,,14a83af6-fbf6-43a6-9bb7-1ceb749e4fbf,,0,0,UNKNOWN,225086263432,Sell,UNKNOWN,CVCUSDT,,
,0,,0.01649017,-0.01649017,c83389df-0aac-4636-9db4-3febc1e23cf5,0.04093,697,1766368800000,Funding,28.52821,,USDT,0.000578,,False,0,,0.04093,,3b024880-02ac-499f-861a-ffb105af311c,,0,0,UNKNOWN,225079610426,Sell,UNKNOWN,CVCUSDT,,
,256,CreateByUser,0.00738036,-0.00738036,f6341569-4e13-57a0-b53b-17dd1332e78e,0.08237,256,1766367666747,Trade,21.08672,,USDT,0.00035,,False,0,,0.08238,,b4fc6a44-7e03-464e-974f-099fed653620,,0.09473,256,Market,342958429698,Buy,UNKNOWN,POWRUSDT,,
,14.2,CreateByUser,0.00901061,-0.00901061,a7fc42fc-0745-584e-801f-831228ef36a6,1.813,14.2,1766367666555,Trade,25.7446,,USDT,0.00035,,False,0,,1.813,,195e40f9-6ddb-439f-9a48-251040b602ef,,1.542,14.2,Market,229748563110,Sell,UNKNOWN,GASUSDT,,
,0,,0.00981734,-0.00981734,85ab0995-70d0-4acf-885d-ccaeb5358e8c,0.04083,697,1766365200000,Funding,28.45851,,USDT,0.000344,,False,0,,0.04083,,04532249-55f4-466b-ae27-fa721ac56357,,0,0,UNKNOWN,225073432600,Sell,UNKNOWN,CVCUSDT,,
,0,CreateByUser,0.00719936,-0.00719936,ddc4a8aa-ebcd-5308-9175-9349630ff382,0.08035,256,1766363052323,Trade,20.5696,,USDT,0.00035,,False,0,,0.08056,,1cd7b26d-6be3-4dda-8ca1-51a5be3484eb,,0.06848,256,Market,342948005274,Sell,UNKNOWN,POWRUSDT,,
,0,CreateByUser,0.00899073,-0.00899073,d1356400-0228-52ea-a546-0296cc17f10c,1.809,14.2,1766363052153,Trade,25.6878,,USDT,0.00035,,False,0,,1.81,,3435a6c6-a481-4eef-9f90-32a94dc60f45,,2.081,14.2,Market,229741877798,Buy,UNKNOWN,GASUSDT,,
,137,CreateByUser,0.00386286,-0.00386286,565efe2d-a489-5b7f-9ced-ff2716502ba9,0.08056,137,1766363034932,Trade,11.03672,,USDT,0.00035,,False,0,,0.08066,,e07eb367-b244-4010-916b-32ea508b4596,,0.09275,137,Market,342947937991,Buy,UNKNOWN,POWRUSDT,,
,7.3,CreateByUser,0.00461944,-0.00461944,a5163ea6-9c7e-5918-ae36-25dbae26d77d,1.808,7.3,1766363034755,Trade,13.1984,,USDT,0.00035,,False,0,,1.809,,10a966c5-6db8-4930-bae8-6ae0e0b6b3bd,,1.538,7.3,Market,229741828515,Sell,UNKNOWN,GASUSDT,,
,0,CreateByUser,0.00657862,-0.00657862,c3ab4afe-186b-57d1-a6c5-9397ddd5a151,0.04131,455,1766362260331,Trade,18.79605,,USDT,0.00035,,False,0,,0.0414,,865b3521-6cf6-458d-914e-97b2b5fd69e5,,0.03519,697,Market,225064747982,Sell,UNKNOWN,CVCUSDT,,
,0,CreateByUser,0.00349896,-0.00349896,2df10af3-8738-51b0-b68f-cac17fbbfcdf,0.04131,242,1766362260331,Trade,9.99702,,USDT,0.00035,,False,455,,0.0414,,865b3521-6cf6-458d-914e-97b2b5fd69e5,,0.03519,697,Market,225064747982,Sell,UNKNOWN,CVCUSDT,,
,0,CreateByUser,0.00910221,-0.00910221,8deca0c6-8ecd-5c7e-a0ec-b7c65cc131bc,0.06343,410,1766362260154,Trade,26.0063,,USDT,0.00035,,False,0,,0.0635,,9b5ea83d-39a3-4ac6-ada0-4adf6eb7e2fa,,0.07302,410,Market,229738754917,Buy,UNKNOWN,STEEMUSDT,,
,0,,-0.00053183,0.00053183,927f9441-d00e-46ea-a2e7-998cabbb94cb,0.07764,137,1766361600000,Funding,10.63668,,USDT,-0.00005,,False,0,,0.07764,,a18b742b-01b4-46ac-8a1c-5990110e2b95,,0,0,UNKNOWN,342941646012,Sell,UNKNOWN,POWRUSDT,,
,0,,-0.00114018,0.00114018,b1bc95f6-fbc6-4ad8-a3bb-9e003b96f587,0.01226,930,1766361600000,Funding,11.4018,,USDT,-0.0001,,False,0,,0.01226,,9554d376-ad0f-4286-a711-7a9154ff08f6,,0,0,UNKNOWN,273608732064,Sell,UNKNOWN,ARPAUSDT,,
,0,,0.00051404,-0.00051404,7d2bc066-8426-4f3b-ae53-4236cfc18785,0.009781,1340,1766361600000,Funding,13.10654,,USDT,0.000039,,False,0,,0.009787,,1db8baa9-d5ed-46af-9085-608662790440,,0,0,UNKNOWN,242896716045,Buy,UNKNOWN,ORBSUSDT,,
,0,,0.0003285,-0.0003285,a18f422a-9795-4cd9-997a-a19f43fb89a6,1.8,7.3,1766361600000,Funding,13.14,,USDT,0.000025,,False,0,,1.8,,6fb13804-4e6a-4a8b-8086-e0d707f6cb84,,0,0,UNKNOWN,229737716859,Buy,UNKNOWN,GASUSDT,,
,2560,CreateByUser,0.00926644,-0.00926644,d7dda24b-5c25-5d17-86cd-1ae571196924,0.010342,2560,1766360440203,Trade,26.47552,,USDT,0.00035,,False,0,,0.010354,,82408b05-4b6c-4f5d-b619-6dbce2270345,,0.008801,2560,Market,342939966018,Sell,UNKNOWN,1000XECUSDT,,
,4980,CreateByUser,0.01096347,-0.01096347,5786ce03-3e70-5145-831e-4b8c1b7f6072,0.00629,4980,1766360440032,Trade,31.3242,,USDT,0.00035,,False,0,,0.00628,,3459ae40-d28d-4eb5-95b6-a6d3fe949058,,0.00942,4980,Market,342939965738,Buy,UNKNOWN,10000QUBICUSDT,,
,86,CreateByUser,0.00208894,-0.00208894,e4461952-0174-5082-8cc4-e7ac5bb0c8a2,0.0694,86,1766358135297,Trade,5.9684,,USDT,0.00035,,False,0,,0.0694,,e1350b03-fa90-4c57-b573-fc701d7e02c2,,0.07981,159.4,Market,298784679781,Buy,UNKNOWN,YGGUSDT,,
,10.2,CreateByUser,0.00024776,-0.00024776,8951ff4e-9b29-5c2b-b27a-b24aa06eae2a,0.0694,10.2,1766358135297,Trade,0.70788,,USDT,0.00035,,False,86,,0.0694,,e1350b03-fa90-4c57-b573-fc701d7e02c2,,0.07981,159.4,Market,298784679781,Buy,UNKNOWN,YGGUSDT,,
,26.6,CreateByUser,0.00064612,-0.00064612,09ae92db-6275-5afd-b02f-7e39a7cbdf87,0.0694,26.6,1766358135297,Trade,1.84604,,USDT,0.00035,,False,96.2,,0.0694,,e1350b03-fa90-4c57-b573-fc701d7e02c2,,0.07981,159.4,Market,298784679781,Buy,UNKNOWN,YGGUSDT,,
,36.6,CreateByUser,0.00088902,-0.00088902,b7ebbb5f-5bbb-5a1b-9d2f-ccd601d1af3d,0.0694,36.6,1766358135297,Trade,2.54004,,USDT,0.00035,,False,122.8,,0.0694,,e1350b03-fa90-4c57-b573-fc701d7e02c2,,0.07981,159.4,Market,298784679781,Buy,UNKNOWN,YGGUSDT,,
,737,CreateByUser,0.00459409,-0.00459409,4ef9414e-b8f3-527b-8c51-fe96d5a08272,0.01781,737,1766358135120,Trade,13.12597,,USDT,0.00035,,False,0,,0.01777,,d8bc8d4c-5bb3-4023-a85a-f2baca69b285,,0.01244,737,Market,234689925039,Sell,UNKNOWN,DODOUSDT,,
,0,CreateByUser,0.00456291,-0.00456291,4b6e76e6-9cf9-5bed-9698-25af4c1e6903,0.009729,1340,1766357176995,Trade,13.03686,,USDT,0.00035,,False,0,,0.009709,,ce096b02-07d0-4769-bfd5-e16563eab65e,,0.01165,1340,Market,242893103527,Buy,UNKNOWN,ORBSUSDT,,
,0,CreateByUser,0.00400691,-0.00400691,30444460-9334-57a6-8198-2373b02507eb,0.01231,930,1766357176826,Trade,11.4483,,USDT,0.00035,,False,0,,0.01232,,d91d11e9-7fb5-453d-b5fe-bf101f037b72,,0.01109,930,Market,273587572800,Sell,UNKNOWN,ARPAUSDT,,
,0,,0.00032449,-0.00032449,e48f596b-747f-4b34-b917-20f13b4e11fd,1.778,7.3,1766354400000,Funding,12.9794,,USDT,0.000025,,False,0,,1.778,,0994269d-14d6-47a4-9ae2-ad2d8ff2e1c8,,0,0,UNKNOWN,229731532736,Buy,UNKNOWN,GASUSDT,,
,0,,0.00177182,-0.00177182,d4422e8c-5b4c-4ca9-b5c9-3bf39ca484e4,0.077,137,1766347200000,Funding,10.549,,USDT,0.000167,,False,0,,0.077,,a5a2245c-3081-436f-8bb4-fcf475ff5f98,,0,0,UNKNOWN,342915044615,Sell,UNKNOWN,POWRUSDT,,
,0,,0.00032668,-0.00032668,49eab896-a7da-4458-b89c-99050c67656e,1.79,7.3,1766347200000,Funding,13.067,,USDT,0.000025,,False,0,,1.79,,e0d51883-e771-474f-8827-086a72e39217,,0,0,UNKNOWN,229724858052,Buy,UNKNOWN,GASUSDT,,
,0,,0.00065372,-0.00065372,7315345e-1389-4df9-9791-0d0e31cc3080,0.01774,737,1766347200000,Funding,13.07438,,USDT,0.00005,,False,0,,0.01774,,c93a14df-9b3d-45d9-ac65-a2a3c2a971bb,,0,0,UNKNOWN,234669070960,Buy,UNKNOWN,DODOUSDT,,
,0,,0.00273785,-0.00273785,c7b9fa6e-50ed-471e-b50b-30bda5ab22de,0.06572,159.4,1766347200000,Funding,10.475768,,USDT,0.000261,,False,0,,0.06572,,dd58376e-0ec9-4dd6-a883-8b50abbefc5b,,0,0,UNKNOWN,298770654876,Sell,UNKNOWN,YGGUSDT,,
,0,CreateByUser,0.00457346,-0.00457346,44c76c29-6c1c-5efe-9823-99db8f427cce,0.01773,737,1766340049700,Trade,13.06701,,USDT,0.00035,,False,0,,0.01775,,79af1644-dd3b-4f84-82a8-ba277b692d30,,0.02307,737,Market,234653522673,Buy,UNKNOWN,DODOUSDT,,
,0,CreateByUser,0.00366485,-0.00366485,6831a328-4701-50c2-87b5-f748512147b0,0.06569,159.4,1766340049523,Trade,10.470986,,USDT,0.00035,,False,0,,0.06568,,105ab402-cc56-43b5-b7eb-4003910ce6f4,,0.05583,159.4,Market,298760425678,Sell,UNKNOWN,YGGUSDT,,
,0,,0.0003265,-0.0003265,0b8e76dd-9040-4c16-87bc-0f3d1808c7e2,1.789,7.3,1766340000000,Funding,13.0597,,USDT,0.000025,,False,0,,1.789,,a2a80e82-639c-4ed3-96c8-10761d44ad4e,,0,0,UNKNOWN,229717873701,Buy,UNKNOWN,GASUSDT,,
,0,,-0.02166267,0.02166267,a82461b5-bb51-40f5-914d-12a2222811e5,0.010281,2560,1766332800000,Funding,26.31936,,USDT,-0.000823,,False,0,,0.010281,,2f7544d1-0d89-4735-90e8-4f3c0dacf484,,0,0,UNKNOWN,342883181002,Buy,UNKNOWN,1000XECUSDT,,
,0,,0.00363219,-0.00363219,5662bebe-718d-40fe-89fb-7b3bd13ce244,0.07596,137,1766332800000,Funding,10.40652,,USDT,0.000349,,False,0,,0.07596,,6d877e2e-58de-4ff4-b87e-160c5e24b4c2,,0,0,UNKNOWN,342883180987,Sell,UNKNOWN,POWRUSDT,,
,0,,-0.00312744,0.00312744,1da0d3cf-1f9c-4e7d-8990-6a8f8d2e05f7,0.00628,4980,1766332800000,Funding,31.2744,,USDT,-0.0001,,False,0,,0.00628,,034fd2a9-89af-4ae4-b6d9-6c2d4e1728c1,,0,0,UNKNOWN,342883180948,Sell,UNKNOWN,10000QUBICUSDT,,
,0,,0.00032686,-0.00032686,62911da8-a857-4a18-9c2c-03d319f6d747,1.791,7.3,1766332800000,Funding,13.0743,,USDT,0.000025,,False,0,,1.791,,c12b312e-da33-4f84-8f9c-e5d846698ac8,,0,0,UNKNOWN,229710348840,Buy,UNKNOWN,GASUSDT,,
,0,CreateByUser,0.00363797,-0.00363797,a57d4779-0d1e-55bf-957d-f404116c5a27,0.07587,137,1766331636400,Trade,10.39419,,USDT,0.00035,,False,0,,0.07601,,32d880d8-ba28-4f4a-a035-8f5dc3101032,,0.06461,137,Market,342881024323,Sell,UNKNOWN,POWRUSDT,,
,0,CreateByUser,0.00456834,-0.00456834,8a6fbbb0-364a-52b0-b2e1-4768b0686016,1.788,7.3,1766331636222,Trade,13.0524,,USDT,0.00035,,False,0,,1.788,,994c72ae-6d2d-4e3d-a53a-67a1867389fc,,2.056,7.3,Market,229708879624,Buy,UNKNOWN,GASUSDT,,
,0,CreateByUser,0.0000442,-0.0000442,ee4418f3-da86-50b3-8d6b-6a3bad68470f,0.006314,20,1766325625842,Trade,0.12628,,USDT,0.00035,,False,0,,0.006331,,186f5752-a15f-48fd-a21a-f716d820a2ee,,0.003166,4980,Market,342869235462,Sell,UNKNOWN,10000QUBICUSDT,,
,0,CreateByUser,0.01097152,-0.01097152,02f02c64-11a4-5ef7-852b-26371a8a4bb1,0.00632,4960,1766325625842,Trade,31.3472,,USDT,0.00035,,False,20,,0.006331,,186f5752-a15f-48fd-a21a-f716d820a2ee,,0.003166,4980,Market,342869235462,Sell,UNKNOWN,10000QUBICUSDT,,
,0,CreateByUser,0.00915623,-0.00915623,63f828c7-4e78-5066-8913-d8795d2be15a,0.010219,2560,1766325625650,Trade,26.16064,,USDT,0.00035,,False,0,,0.010214,,1fcf95d7-9a81-44a1-8225-e707e94067bb,,0.011746,2560,Market,342869235020,Buy,UNKNOWN,1000XECUSDT,,
,282.7,CreateByUser,0.00767319,-0.00767319,a9240879-b823-5193-8f22-eec66767b49b,0.07755,282.7,1766156494898,Trade,21.923385,,USDT,0.00035,,False,0,,0.0776,,1698311a-f011-4004-8dcc-cce46e4fbb0a,,0.06596,379.4,Market,342485518268,Sell,UNKNOWN,MINAUSDT,,
,96.7,CreateByUser,0.00262468,-0.00262468,c0d85d65-52f8-5d99-ad6f-cbeae17dfe56,0.07755,96.7,1766156494898,Trade,7.499085,,USDT,0.00035,,False,282.7,,0.0776,,1698311a-f011-4004-8dcc-cce46e4fbb0a,,0.06596,379.4,Market,342485518268,Sell,UNKNOWN,MINAUSDT,,
,3.65,CreateByUser,0.00705819,-0.00705819,76b5c5b3-5e34-58af-9f4a-88b360659e02,5.525,3.65,1766156494719,Trade,20.16625,,USDT,0.00035,,False,0,,5.522,,651f55b9-0b4e-4465-bb18-4204c781b81c,,6.35,5,Market,242704236095,Buy,UNKNOWN,METISUSDT,,
,1.35,CreateByUser,0.00261057,-0.00261057,0a39796c-5298-5beb-a87f-e8197c13ac12,5.525,1.35,1766156494719,Trade,7.45875,,USDT,0.00035,,False,3.65,,5.522,,651f55b9-0b4e-4465-bb18-4204c781b81c,,6.35,5,Market,242704236095,Buy,UNKNOWN,METISUSDT,,
,2372,CreateByUser,0.00959961,-0.00959961,97ee1574-aa1b-55b6-8069-b093ff7e1566,0.011563,2372,1766155496959,Trade,27.427436,,USDT,0.00035,,False,0,,0.011497,,6617ea33-e2a2-4d1e-9cfc-816ee69a755a,,0.012646,2372,Market,234475295948,Buy,UNKNOWN,NKNUSDT,,
,5093,CreateByUser,0.01139406,-0.01139406,66f6b95b-3625-5a04-9c67-6bb4c56f6168,0.006392,5093,1766155496785,Trade,32.554456,,USDT,0.00035,,False,0,,0.006395,,ea68032f-23a6-4be9-8767-1015df1007e1,,0.005756,5093,Market,298457268372,Sell,UNKNOWN,ANKRUSDT,,
,0,,-0.0013633,0.0013633,a8911398-f923-4fb7-b075-b82db730a097,0.011495,2372,1766145600000,Funding,27.26614,,USDT,-0.00005,,False,0,,0.011495,,f68933a5-ede1-46b1-9699-872c758b8f98,,0,0,UNKNOWN,234465711046,Sell,UNKNOWN,NKNUSDT,,
,0,,-0.00565071,0.00565071,1ad306d7-f014-47a0-bc07-9310a1611c03,0.07719,379.4,1766145600000,Funding,29.285886,,USDT,-0.000192,,False,0,,0.07719,,69081ddd-3327-40f0-9425-4bb23dd0151a,,0,0,UNKNOWN,342451989997,Buy,UNKNOWN,MINAUSDT,,
,0,,0.00028843,-0.00028843,92c17d04-5f91-40cc-b74d-aeca78548c06,5.361,5,1766145600000,Funding,26.805,,USDT,0.00001,,False,0,,5.361,,1a1e7d27-ad5a-4c67-b453-53043c621445,,0,0,UNKNOWN,242686062920,Sell,UNKNOWN,METISUSDT,,
,0,CreateByUser,0.0102328,-0.0102328,51957787-dead-5f8d-815b-ee6de81dfd95,0.07706,379.4,1766138182839,Trade,29.236564,,USDT,0.00035,,False,0,,0.07708,,2e68a203-9a5d-40b2-8791-594844cd29ed,,0.08864,379.4,Market,342425140431,Buy,UNKNOWN,MINAUSDT,,
,0,CreateByUser,0.00529703,-0.00529703,e0ae325d-faa0-52d5-90aa-476350d18484,5.329,2.84,1766138182660,Trade,15.13436,,USDT,0.00035,,False,0,,5.332,,63198c95-fd40-494c-b24d-b5992a92bf47,,4.533,5,Market,242679295590,Sell,UNKNOWN,METISUSDT,,
,0,CreateByUser,0.00201474,-0.00201474,a65fd033-53b7-50c9-af79-e6166c55a28d,5.33,1.08,1766138182660,Trade,5.7564,,USDT,0.00035,,False,2.84,,5.332,,63198c95-fd40-494c-b24d-b5992a92bf47,,4.533,5,Market,242679295590,Sell,UNKNOWN,METISUSDT,,
,0,CreateByUser,0.00201474,-0.00201474,48e7d290-b57f-5cc7-9f0b-e3c90562afb9,5.33,1.08,1766138182660,Trade,5.7564,,USDT,0.00035,,False,3.92,,5.332,,63198c95-fd40-494c-b24d-b5992a92bf47,,4.533,5,Market,242679295590,Sell,UNKNOWN,METISUSDT,,
,0,,0.00483902,-0.00483902,35ada451-af6d-4f00-b5bb-5f5a2348a6a2,0.011411,2372,1766131200000,Funding,27.066892,,USDT,0.000178,,False,0,,0.011411,,4e330a03-ae00-4a99-a170-0e66f1d8fe5c,,0,0,UNKNOWN,234450373239,Sell,UNKNOWN,NKNUSDT,,
,0,,0.00321827,-0.00321827,81bb4b6f-c8fb-40d6-985e-12943866aa45,0.006319,5093,1766131200000,Funding,32.182667,,USDT,0.0001,,False,0,,0.006319,,d6c14de8-2319-436d-8ad8-82ba63f7c927,,0,0,UNKNOWN,298409242840,Buy,UNKNOWN,ANKRUSDT,,
,0,CreateByUser,0.01121403,-0.01121403,feb979bb-1aba-516f-b4f5-8d6b197b22f9,0.006291,5093,1766117450951,Trade,32.040063,,USDT,0.00035,,False,0,,0.006291,,fdc46689-0d98-4e09-bcce-2e216e6c508f,,0.00692,5093,Market,298382101639,Buy,UNKNOWN,ANKRUSDT,,
,0,CreateByUser,0.00934391,-0.00934391,e7ec5fa5-7713-5ba1-8928-eff22226e11f,0.011255,2372,1766117450771,Trade,26.69686,,USDT,0.00035,,False,0,,0.011255,,31a90855-68eb-4af8-a571-997f25e08fd7,,0.01013,2372,Market,234432435127,Sell,UNKNOWN,NKNUSDT,,
,2250,CreateByUser,0.00061331,-0.00061331,f23809a3-2658-5031-a8f9-39d210eabbd1,0.0007788,2250,1766752605110,Trade,1.7523,,USDT,0.00035,,False,0,,0.0007796,,7bd01174-d4ee-4dda-8819-f3c2afa22a6a,,0.0006237,26390,Market,292518519786,Sell,UNKNOWN,SLPUSDT,,
,24140,CreateByUser,0.00658093,-0.00658093,525f9c95-df4f-5e29-9731-3ad270179d45,0.0007789,24140,1766752605110,Trade,18.802646,,USDT,0.00035,,False,2250,,0.0007796,,7bd01174-d4ee-4dda-8819-f3c2afa22a6a,,0.0006237,26390,Market,292518519786,Sell,UNKNOWN,SLPUSDT,,
,109.4,CreateByUser,0.00888711,-0.00888711,2266f0b0-fd4a-5245-9a4b-927777e3258c,0.2321,109.4,1766752604931,Trade,25.39174,,USDT,0.00035,,False,0,,0.232,,4ce7a031-41d8-45bf-bd49-0c245fe00290,,0.2552,109.4,Market,344705518955,Buy,UNKNOWN,KNCUSDT,,
,62,CreateByUser,0.01036826,-0.01036826,26d223fb-cff4-5e66-b840-a2e1ec13bd7f,0.4778,62,1766752596640,Trade,29.6236,,USDT,0.00035,,False,0,,0.4792,,f9b8bfeb-f64e-4594-9e12-d897ba81c475,,0.5271,62,Market,253592647212,Buy,UNKNOWN,XTZUSDT,,
,0.62,CreateByUser,0.00853244,-0.00853244,2f7acc29-9c5a-548f-82bd-daef24c39efa,39.32,0.62,1766752596462,Trade,24.3784,,USDT,0.00035,,False,0,,39.33,,c6e15ba1-81ca-4177-9dd9-9b3fcd539efc,,35.4,0.62,Market,292518510854,Sell,UNKNOWN,DASHUSDT,,
,0,CreateByUser,0.01016645,-0.01016645,9b94a2cc-19ea-5ad7-901b-106a3e6a72eb,0.4685,62,1766752100946,Trade,29.047,,USDT,0.00035,,False,0,,0.4687,,60858d90-c45e-4658-9c26-676bfc742567,,0.4219,62,Market,253590931397,Sell,UNKNOWN,XTZUSDT,,
,0,CreateByUser,0.00852159,-0.00852159,f8317c2d-0529-564f-94f3-c687739fd04e,39.27,0.62,1766752100770,Trade,24.3474,,USDT,0.00035,,False,0,,39.27,,95a79c4e-1430-4fea-8d11-83854d0f6a33,,43.19,0.62,Market,292517727190,Buy,UNKNOWN,DASHUSDT,,
,52.3,CreateByUser,0.00858139,-0.00858139,1371f5b4-1d72-5ad4-960c-b13aad32fe33,0.4688,52.3,1766752083477,Trade,24.51824,,USDT,0.00035,,False,0,,0.4688,,c9a692a9-a762-414b-aa7e-c1afe7dcb635,,0.5156,64,Market,253590894006,Buy,UNKNOWN,XTZUSDT,,
,1.9,CreateByUser,0.00031176,-0.00031176,1aa7c4ac-700d-5b0d-9aab-e2ebe192c14a,0.4688,1.9,1766752083477,Trade,0.89072,,USDT,0.00035,,False,52.3,,0.4688,,c9a692a9-a762-414b-aa7e-c1afe7dcb635,,0.5156,64,Market,253590894006,Buy,UNKNOWN,XTZUSDT,,
,9.8,CreateByUser,0.00160799,-0.00160799,6456d63c-b4f0-5224-a537-004c73ab0d04,0.4688,9.8,1766752083477,Trade,4.59424,,USDT,0.00035,,False,54.2,,0.4688,,c9a692a9-a762-414b-aa7e-c1afe7dcb635,,0.5156,64,Market,253590894006,Buy,UNKNOWN,XTZUSDT,,
